task_id,text,department_id,employee_id,status,priority,estimated_time
461,"Первую АПЛ «Хаски», оснащенную гиперзвуковыми ракетами «Циркон», построят до конца 2027 года, сообщил ТАСС источник в российском оборонно-промышленном комплексе. По его словам, результаты уже проведенных научно-исследовательских работ по проектированию субмарины «признаны неудовлетворительными».",17,174,failed,high,18
462,"В Китае к пяти годам заключения приговорили тибетца, выступавшего за право изучать родной язык. В 2016 году он рассказал, что в школах и правительственных учреждениях тибетцев принуждают говорить на официальном китайском диалекте — путунхуа и попал под суд за подстрекательство к сепаратизму.",15,79,in progress,high,14
463,"Правительство займется поддержкой малого и среднего бизнеса для исполнения новых указов президента Владимира Путина. Минэкономразвития предлагает снизить нормы резервирования банков по кредитам небольшим компаниям, расширить список банков по программе льготного кредитования, ввести образовательные спецпрограммы.",14,152,in progress,medium,9
464,"Президент мадридского «Реала» Флорентино Перес прокомментировал решение Зинедина Зидана покинуть пост главного тренера команды. «Это грустный день для меня, болельщиков и футболистов. Я хотел, чтобы он остался навсегда, хотел убедить его в этом. Но я понимаю, что это его окончательное решение», — заявил Перес.",9,99,in progress,high,6
465,"В Канаде двух туристов из Франции арестовали за попытку сфотографироваться на мосту. Двое французов забрались на мост, соединяющий города Квебек и Леви, Канада, вечером 21 мая. Оказалось, что они хотели сделать селфи на фоне красивого вида, однако им помешали. В инциденте никто не пострадал.",11,150,failed,low,16
466,"Экономисты предложили отказаться от использования показателя валового внутреннего продукты как главного индикатора экономического развития государства. По их мнению, расчет ВВП имеет большие недостатки и, в частности, не позволяет правильно оценить уровень благосостояния населения.",14,166,in progress,medium,36
467,"Недавно перенесшие роды женщины решили доказать в Instagram, что послеродовое состояние тела — это естественно. Цель профиля — опровергнуть идею о том, что женщинам необходимо немедленно приходить в идеальную физическую форму после родов. Девушки учат других рожениц принимать изменившееся тело таким, какое оно есть.",13,77,in progress,low,27
468,"Петербургские журналисты проверили бутылку воды «Святой источник», выпущенную к чемпионату мира по футболу. Оказалось, что выбранная производителем форма в виде футбольного мяча наиболее огнеопасна, так как она представляет собой линзу, что в случае оставления бутылки на солнце может привести к пожару.",13,131,success,high,14
469,"Европейский суд по правам человека (ЕСПЧ) в Страсбурге обязал Румынию выплатить 100 тысяч евро саудовцу Абд аль-Рахиму аль-Насири, который подвергался пыткам в секретной тюрьме ЦРУ на территории Бухареста. Суд постановил, что страна виновна в нарушении прав человека и потребовал провести расследование.",15,46,success,high,10
470,"Студентка нью-йорского университета Миньчжи Лю заявила, что убивший режиссера Карлоса Карвальо жираф Джеральд напал на нее несколькими месяцами ранее. После этого она долго лечилась от сотрясения мозга, провалов в памяти, сильных ушибов щеки и головы, ей также пришлось восстанавливать сломанный зуб и зашивать десну.",10,106,success,high,27
471,Украинский МИД допускает возможность обмена главного редактора РИА Новости Украина Кирилла Вышинского на режиссера Олега Сенцова. На Украине Вышинского обвиняют в государственной измене. Сенцов осужден в России на 20 лет тюрьмы за подготовку терактов. Ранее в МВД также допускали обмен Вышинского.,21,125,failed,low,18
472,"Фермер и трое работников были в поле недалеко от населенного пункта Коуп, штат Колорадо, когда погода стала быстро портиться. Они бросились к своему грузовику, но машина увязла в песке. Пока они пытались стронуть ее с места, перед ними появился торнадо. Еще два показались с другой стороны.",10,91,failed,high,2
473,"Археологи Орхусского университета (Дания) нашли 2095 костей на болотных угодьях Алкен-Энге в долине реки Иллеруп. Останки принадлежали людям, которые жили в I веке нашей эры и были убиты во время ожесточенного сражения между древними германцами и неизвестным противником.",17,83,in progress,low,7
474,"Организаторы британского музыкального фестиваля Parklife предупредили посетителей об опасной таблетке экстази под названием «Каратель» после смерти двух молодых людей на Mutiny Festival. Они указали, что прием наркотика может привести к смерти. На таблетке напечатан символ Карателя, антигероя из вселенной Marvel.",8,144,success,high,30
475,"РЖД планирует создать черный список, в который попадут пассажиры, хулиганящие в поездах. Руководитель компании Олег Белозеров сообщил, что дебоширы будут заноситься туда на год, затем ограничения будут сняты до следующего инцидента. Новые меры еще требует доработки, поэтому пока не известны сроки их введения.",11,104,in progress,low,21
476,"Президент России Владимир Путин поставил перед органами госбезопасности задачу уделить особое внимание выявлению законспирированных террористических ячеек. «Большой комплекс задач стоит сегодня перед сотрудниками ФСБ России, прежде всего в сфере противодействия терроризму», — сказал глава государства.",5,108,in progress,high,25
477,"Самый длительный беспосадочный авиарейс из австралийского города Перт в Лондон, запущенный авиакомпанией Qantas в марте, побил свой собственный рекорд скорости. Рекордное время перелета на Boeing 787-9 Dreamliner составило 16 часов 29 минут, хотя по плану он должен был длиться 17 часов.",11,150,in progress,high,25
478,"Председатель комитета по безопасности и работе с болельщиками Российского футбольного союза Владимир Маркин ответил на угрозы британских фанатов устроить третью мировую во время чемпионата мира 2018 года. Он заявил, что это является провокацией английских СМИ, цель которых — напугать людей.",9,30,in progress,low,7
479,"Министр иностранных дел Литвы Линас Линкявичюс не понимает инсценировку убийства в Киеве российского журналиста Аркадия Бабченко. «Я не понимаю таких спецопераций, это для меня непостижимо», — указал Линкявичюс. «Единственная хорошая новость во всей этой истории та, что он жив», — заметил он.",21,105,success,medium,3
480,"Госдума назначила бывшего министра финансов Алексея Кудрина председателем Счетной палаты России. «Алексей Леонидович — тот человек, который является профессионалом с большой буквы», — заявила глава комитета нижней палаты парламента по контролю и регламенту Ольга Савастьянова.",5,21,in progress,medium,26
481,"Представители британской клиники пластической хирургии Cosmetic Surgery Solicitors определили, какой размер груди делает женщин счастливыми. 39 процентов обладательниц третьего размера груди ответили, что полностью удовлетворены и своим телом, и жизнью. Меньше всего счастливых оказалось среди женщин со втором размером.",19,36,in progress,high,27
482,"Принцу Гарри и его жене Меган Маркл придется вернуть многочисленные подарки, которые они получили от брендов на свадьбу. В Кенсингтонском дворце существует строгий регламент, описывающий вещи, которые дозволено дарить членам королевской семьи. Если подарок не соответствует правилам, его возвращают отправителю.",19,178,in progress,low,8
483,"Уровень совершенства, аэродинамические характеристики и возможности у перспективного российского многофункционального истребителя пятого поколения Су-57 выше, чем у зарубежных машин, заявил в интервью Пятому каналу летчик-испытатель и эксперт в области авиации Анатолий Кнышов.",17,83,success,high,16
484,"Президент США Дональд Трамп пользуется мобильным телефоном, в котором нет современных средств защиты данных. Об этом сообщает Politico со ссылкой на несколько источников. По сведениям собеседников издания, хозяин Белого дома использует один iPhone для того, чтобы звонить, другой — для размещения постов в Twitter.",15,79,in progress,low,37
485,"Российская керлингистка Анастасия Брызгалова заявила, что никогда не снималась для мужских журналов и не собирается этого делать. «Я сразу отказываюсь. Даже условия не узнавала. Такое — точно нет», — сказала спортсменка. Брызгалова призналась, что ей часто пишут поклонники. «У меня муж есть», — подытожила она.<br /><br />",9,63,success,high,4
486,"Прямая линия с президентом России Владимиром Путиным останется прежней, но будет усовершенствована технологически, заявил пресс-секретарь главы государства Дмитрий Песков. «В этом году прямая линия предусматривает различные новации», — сказал представитель Кремля.",5,130,success,medium,9
487,"Победившие на парламентских выборах в Италии партии «Движение пяти звезд» и «Лига Севера» представили президенту страны Серджо Маттарелле кандидата на пост премьер-министра. Новым главой кабинета министров должен стать Джузеппе Конте — адвокат и профессор права, который, как политик, не был известен широкой публике.",15,79,in progress,high,22
488,"Главный тренер мадридского «Реала» Зинедин Зидан принял решение покинуть клуб. Об этом французский специалист сообщил на специальной пресс-конференции. В ней принял участие президент сливочных Флорентино Перес. «Команде, чтобы она продолжила побеждать, нужны перемены, новый подход и рабочие методики», — пояснил Зидан.",9,57,in progress,low,15
489,"Ведущая испанского комедийного шоу Пилар Рубио вернулась в телеэфир через шесть недель после родов и стала жертвой травли в социальных сетях. Комментаторы решили, что она поступает недостойно. Некоторые решили, что ее выбор оскорбляет права матерей, имеющих возможность как можно больше времени проводить с ребенком.",13,216,success,medium,23
490,"В Великобритании пройдет соревнование по похудению толстых домашних животных. В конкурсе участвует 13 зверей, общий вес которых составляет 201 килограмм. Среди участников этого года семь собак, пять кошек и одна крыса. Ветеринары посадят питомцев на строгую шестимесячную диету и заставят регулярно тренироваться.",10,32,success,low,34
491,"Депутат Заксобрания Камчатки Михаил Пучковский заявил, что из-за высоких цен на бензин вынужден пересесть на коня. Он потребовал организовать место для привязи животного у здания камчатского правительства. Парламентарий отметил, что живет исключительно на пенсию и поездки на автомобиле стали ему не по карману.",14,186,success,low,25
492,"В Венгрии 12-летний мальчик случайно убил беременную самку суриката, защищавшую свою семью. Ребенок хотел погладить животное, но оно укусило его, охраняя свою территорию. Тогда мальчик схватил суриката и бросил его на землю, убив одновременно и самку, и ее плод. Директор зоопарка призвал не винить во всем ребенка.",10,205,in progress,medium,29
493,"В Санкт-Петербурге госпитализированы с отравлением семь сотрудников Мариинского театра. «Семь человек госпитализированы в клиническую больницу имени Боткина», — сообщил представитель городского управления Роспотребнадзора. Он уточнил, что всего за медицинской помощью обратились 12 работников учреждения.",8,52,success,low,11
494,"В Москве задержан художественный руководитель Московского драматического театра имени Пушкина Евгений Писарев. Его подозревают в растрате бюджетных средств, выделенных театру, на оплату своего штрафа. Сумма предполагаемого ущерба составила 15 тысяч рублей. В отношении Писарева возбуждено уголовное дело.",8,211,failed,high,5
495,Министр обороны Великобритании Гэвин Уильямсон вывел из себя ведущего британского утреннего шоу Good Morning Britain. Журналист Ричард Мэдли несколько раз настойчиво задавал вопрос министру по поводу его совета для России «отойти и заткнуться». Уильямсон беседовал со студией по видеосвязи.,13,154,in progress,high,26
496,"Пресс-секретарь президента России Дмитрий Песков призвал журналистов верить Владимиру Путину. Так он прокомментировал появившуюся ранее в американских СМИ информацию о якобы неудачных испытаниях российских крылатых ракет. «Слушайте президента Российской Федерации Владимира Путина и верьте ему», — заявил Песков.",5,31,failed,high,6
497,"Бывший вор в законе 55-летний Петру Садник, известный в криминальных кругах, как Гылка, Попович или Мику, депортирован из Германии в Молдавию по решению Мюнхенского суда. Он был задержан в Мюнхене в марте этого года за нелегальное проживание на территории Германии, где он находился в течение последних трех лет.",18,65,in progress,high,28
498,"Страдающие от нашествия комаров жители Воронежской области выложили из мертвых насекомых надпись: «Привет, мы комары из Павловска!» Полчища кровососущих уже неделю терроризируют население трех населенных пунктов, включая Павловск. Из-за укусов некоторым жителям потребовалась медицинская помощь.",5,108,in progress,low,8
499,"Европейский суд по правам человека (ЕСПЧ) в Страсбурге объявил, что на территории Литвы в 2005-2006 годах действительно находилась секретная тюрьма ЦРУ. ЕСПЧ обязал страну выплатить 130 тысяч евро компенсации саудовцу Абу Зубайде, который находится в заключении в американской тюрьме Гуантанамо.",15,192,failed,low,13
500,"Пресс-секретарь президента России Дмитрий Песков прокомментировал требования США к Ирану, которые Вашингтон озвучил после одностороннего выхода из международных договоренностей по иранскому атому. «Вопрос в том, как оценивает эти двенадцать пунктов Тегеран», — сказал представитель Кремля.",5,108,in progress,high,7
501,"Президент Белоруссии Александр Лукашенко раскритиковал хоккейную сборную республики, которая не набрала ни одного очка на чемпионате мира в Дании и вылетела из элитного дивизиона. Он отметил, что «им нечего делать с такой игрой в этом дивизионе». Сборная Белоруссии заняла последнее место в группе А.",9,27,in progress,medium,32
502,"Футбольный комментатор Василий Уткин подвел итоги товарищеского матча сборной России с австрийцами. «С критикой и требованиями вы опоздали. Еще пару недель назад можно было надеяться что-то изменить. Единственным оставшимся ресурсом сборной России на чемпионате мира остается случай», — отметил Уткин.",9,27,success,high,36
503,"Актрису культового сериала «Игра престолов» Эмилию Кларк заметили в обуви, которая была популярна в 2000-х годах. Кларк сфотографировали в Нью-Йорке в длинной юбке с цветными полосками и в черном топе. Актриса дополнила наряд узкими ретро-очками и ярко-белыми остроносыми туфлями на шпильке.",19,119,success,low,27
504,"Аналоги нарядов персонажа Джулии Робертс из голливудского кинофильма «Красотка» начали появляться в магазинах современных брендов через 28 лет после выхода мелодрамы на экраны. Например, красное бальное платье, подаренное перед походом в оперу бизнесменом Эдвардом, можно купить у Coast за 93 доллара.",19,109,success,high,24
505,"Премьер-министр России Дмитрий Медведев на первом заседании нового состава правительства отметил стеснительность новых членов кабмина. Медведев поинтересовался, есть ли у присутствующих замечания по проекту бюджета, однако ему никто не ответил. «Тишина. Стеснительные пока», — заметил он.",5,188,success,medium,18
506,"Главная цель новой политической единицы Партии перемен политиков Ксении Собчак и Дмитрия Гудкова — вхождение в Госдуму в 2021 году, заявила Собчак. «Давайте тоже понимать, что нам пока некуда торопиться. Наша главная цель — это вхождение партии в Госдуму, эти выборы состоятся через три года», — сказала она.",5,197,in progress,low,36
507,"Мадридский «Атлетико» и букмекер bwin объявили о продолжении сотрудничества до 2020 года. По условиям нового соглашения бренд bwin будет представлен на стадионе «Ванда Метрополитано», где испанский клуб проводит все свои домашние матчи, а также в социальных сетях и на официальном сайте клуба в течение двух сезонов.",9,99,success,high,36
508,Более 40 процентов россиян ждут обеспечения справедливой оплаты труда в стране в ходе нового президентского срока Владимира Путина. 36 процентов опрошенных заявили о необходимости государственной поддержи в области медицинской помощи. Соответствующие данные содержатся в докладе Российской академии наук.,5,21,success,medium,35
509,"Во Вьетнаме питон сразился со сколопендрой и проиграл. На кадрах видно, как членистоногое обхватило змею и пытается ее ужалить, та же всеми силами пытается сбросить многоножку. Рептилия старается перекусить сколопендру, но та ухитряется перевернуть питона на спину и в итоге убивает обессиленного соперника.",10,32,success,high,30
510,"В Кремле считают инсценировку убийства в Киеве журналиста Аркадия Бабченко странной историей, заявил пресс-секретарь президента России Дмитрий Песков в четверг, 31 мая. «Не знаю, насколько цель оправдывает средства в этой истории. Слава богу, что человек жив», — сказал официальный представитель Кремля.",5,130,success,medium,2
511,"В подмосковной Балашихе арестовали начальника уголовного розыска по подозрению в даче взятки. Он за семь тысяч долларов хотел решить вопрос о направлении осужденного в одну из колоний Тульской, Ярославской либо Курской областей. Деньги должен был получить сотрудник УФСИН.",18,35,success,low,31
512,"Избитого рэпером Иваном Дреминым 18-летнего видеоблогера Тимура Сорокина госпитализировали с сотрясением мозга в травматологическую больницу. Об этом рассказал его продюсер Даниил Комков. «Будет назначена судебно-медицинская экспертиза, чтобы установить вред, причиненный здоровью», — подчеркнул он.",8,144,success,high,17
513,"Сенат парламента Казахстана принял закон «О Совете безопасности Республики Казахстан», в котором закрепляется право президента страны Нурсултана Назарбаева пожизненно возглавлять Совбез. Также Совбез был наделен статусом координирующего конституционного органа, ранее он являлся консультативно-совещательным органом.",21,70,success,high,36
514,"Сбербанк договорился о продаже своей турецкой «дочки» Denizbank банку Emirates NBD из ОАЭ за 3,2 миллиарда долларов. Цена определена исходя из размера собственного капитала Denizbank на 31 октября 2017 года. Denizbank — пятый по величине частный банк Турции и крупнейший актив Сбербанка за пределами России.",14,186,success,low,6
515,"Американский телеканал CNBC мог принять бросковые испытания ракет, при которых не работает основной двигатель, за нештатную ситуацию. В качестве примера Виктор Мураховский привел испытания «Сармата». По его словам, «полноразмерное изделие также вылетает из шахты, пролетает несколько километров.",17,38,in progress,medium,12
516,"В Крыму неизвестные похитили кабель телефонной связи, из-за чего скорая помощь в Симферополе теперь не может принимать звонки на номер 103. «Мы ввели резервные номера, сообщили о них в СМИ, но пока на них звонки не поступали», — сказал руководитель регионального Центра медицины катастроф Сергей Астанкин.",5,187,success,high,34
517,"Жители Краснодара спровоцировали пробку у парка, где ведущий тревел-шоу «Орел и решка» спрятал бутылку со 100 долларами. Видео с места массовой поисковой операции появились в группах во «ВКонтакте». На кадрах видна пробка из машин, скопившихся у парка, где ведущий оставил деньги, а в самом саду — столпотворение.",13,95,success,low,16
518,"Владелец Telegram Павел Дуров рассказал о том, что Apple препятствует работе сервиса. Пост с разъяснениями он опубликовал в личном канале Durov’s Channel. Бизнесмен сообщил, что некоторые функции Telegram работают некорректно в новой прошивке iOS 11.4, несмотря на усилия по устранению проблем.",13,53,success,high,29
519,"Пьяный инспектор ГИБДД в Крыму попал в автоаварию, в результате которой погибли женщина и годовалый ребенок. По данным регионального управления Следственного комитета России (СКР), инцидент произошел в понедельник на трассе Ялта — Севастополь — Гаспра, где столкнулись три автомобиля — Mercedes, Kia и ВАЗ.",18,71,success,high,14
520,ФСБ опубликовала видео спецоперации по пресечению каналов поставок оружия в 14 регионах России. В частном доме обнаружена крупная партия оружия. Там же была одна их четырех подпольных мастерских по модернизации оружия и изготовлению патронов. Подозреваются 32 россиянина.,18,175,success,high,31
521,"Жительница британского города Солфорд превратила себя в секс-куклу с помощью пластических операций. Она увеличила себе грудь с первого размера до седьмого, нарастила волосы и трижды в месяц увеличивает губы. Британка собирается и дальше делать операции, но недовольна тем, что мужчины игнорируют ее внутренний мир.",10,199,failed,low,24
522,"Более четырех тысяч объектов социальной инфраструктуры в Подмосковье сделают доступными для людей с ограниченными возможностями здоровья, заявила министр социального развития Московской области Ирина Фаевская. «Всего в Подмосковье семь тысяч приоритетных объектов социальной инфраструктуры»,  — уточнила она.",5,108,success,high,39
523,"Действия Украины противоречат европейским принципам распространения достоверной информации, заявил министр иностранных дел Бельгии Дидье Рейндерс. «Мы не боремся с фейковыми новостями с помощью других фейковых новостей», — сказал он. Такое заявление связано с инсценировкой СБУ убийства журналиста Аркадия Бабченко.",15,159,success,high,15
524,"Глава МИД Великобритании Борис Джонсон признал действенность антироссийских санкций США и выразил сожаление, что Лондон в своей санкционной политике пока зависим от Евросоюза. По его словам, как только страна покинет ЕС в марте следующего года, у нее будет возможность действовать в отношении России более жестко.",14,67,success,high,6
525,"ЦБ представил памятную пластиковую банкноту, выпущенную к ЧМ-2018. Номинал купюры составит 100 рублей, тираж — 20 миллионов штук. Новые деньги появятся во всех регионах России к концу июня. Памятные банкноты уже доставили в Москву, Санкт-Петербург, Волгоград, Краснодар и Самару.",14,166,failed,low,1
526,"Глава СБУ Василий Грицак, обвинивший российские спецслужбы в организации покушения на журналиста Аркадия Бабченко в Киеве, должен отвечать за свои слова, сказал пресс-секретарь президента РФ Дмитрий Песков. «Иначе будет выглядеть как британские коллеги», — сказал представитель Кремля.",5,197,success,high,12
527,"Корпорация Xiaomi провела презентацию новых продуктов, среди которых смартфон Mi8 и «умный браслет» Mi Band 3. Смартфон Mi8 получил 6,21-дюймовый AMOLED-дисплей с вырезом в верхней части как у iPhone X. Он получил разрешение 2248х1080 пикселей с соотношением сторон 18,7:9.",17,75,in progress,medium,26
528,"Сирийские ПВО направили не менее ста ракет «земля-воздух» по израильским боевым самолетам, бомбившим в ночь на 10 мая  иранские военные объекты в Сирии. Об этом заявил командующий ВВС Израиля Амикам Норкин. По его словам, все самолеты, задействованные в операции, благополучно вернулись на свои базы.",15,79,success,low,28
529,"Мэр американского мегаполиса Нью-Йорк Билл Де Блазио распорядился, чтобы полицейские перестали арестовывать тех, кто употребляет марихуану в общественных местах. Вместо этого сотрудники полиции теперь должны будут выдавать нарушителям повестки в суд. О новых мерах пресечения мэру расскажут в течение 30 дней.",15,79,success,medium,39
530,"В Татарстане 33-летняя женщина погибла от травм, полученных после падения на нее крыши магазина, сорванной порывом ветра. Погибшая работала продавцом. Инцидент произошел после завершения смены, когда она вышла на улицу, где ее ждал в  автомобиле супруг. Назначена доследственная проверка.",5,87,success,low,29
531,Председатель КНДР Ким Чен Ын во время встречи с главой российского МИД Сергеем Лавровым поинтересовался здоровьем президента России Владимира Путина и передал ему привет. Лавров пригласил Ким Чен Ына в Россию. В ответ он попросил передать привет Путину и всему российскому народу.,15,159,success,high,35
532,"Хип-хоп-исполнительница Игги Азалия опубликовала обнаженные снимки. «Портрет женщины XXI века, живущей в пост-сосковом мире», — подписала она снимок, на котором ей пришлось заретушировать соски, проступающие через платье-сетку. Сделать это пришлось из-за строгих правил социальной сети.",8,211,success,low,32
533,"Житель Павловского района Нижегородской области, обвиняемый в убийстве сожительницы за то, что та нигде не работала и злоупотребляла алкоголем, предстанет перед судом. Об этом сообщает региональное управление Следственного комитета России (СКР). 38-летний мужчина был задержан 27 января.",18,135,success,low,32
534,"Совет Федерации одобрил законопроект, который наделит президента России Владимира Путина новыми полномочиями. Глава государства сможет «в исключительных случаях» самостоятельно регулировать деятельность отдельных компаний в условиях санкций. За эту инициативу проголосовали 142 сенатора.",5,33,in progress,high,6
535,"В рамках коллекции «Достояние России» бренд-производитель люксовых телефонов и смартфонов Caviar выпустил новый дизайн iPhone X, посвященный открытию Крымского моста. На задней панели корпуса смартфона изображены очертания Керченского и Таманского полуостровов, берега которых соединены мостом.",19,85,in progress,low,16
536,"Актер и музыкант Джонни Депп, приехавший в Россию в рамках тура группы Hollywood Vampires, организовал в Москве платные встречи с русскими поклонницами. За короткое свидание наедине артист потребовал тысячу долларов. Предложение приняли 40 фанаток Деппа. Журналисты взяли комментарий у одной из поклонниц.",8,207,in progress,low,7
537,"Пользователи сети обратили внимание на фотографию терапевтической собаки по кличке Мисс Пинат, которую администрация одной из американских школ поместила в выпускной фотоальбом. Питомец стал настоящей сенсацией в соцсетях: всего за сутки его снимок в фотоальбоме набрал более 32 тысяч ретвитов и 160 тысяч лайков.",13,94,success,low,13
538,Бывшего вратаря итальянского «Наполи» и сборной Испании Пепе Рейну заподозрили в связях с неаполитанской мафией. Игрок был вызван в суд вместе с бывшими игроками «Наполи» Паоло Каннаваро и Сальваторе Ароникой для дачи показаний о «поддержании ненадлежащих отношений» с членами группировки каморра.,9,57,in progress,high,14
